,,,0
調味料及び香辛料類,＜調味料類＞（だし類）顆粒おでん用,Protein_g,9.6
調味料及び香辛料類,＜調味料類＞（だし類）顆粒中華だし,Protein_g,12.6
調味料及び香辛料類,＜調味料類＞（だし類）顆粒和風だし,Protein_g,24.2
調味料及び香辛料類,＜調味料類＞（だし類）めんつゆストレート,Protein_g,2.2
調味料及び香辛料類,＜調味料類＞（だし類）めんつゆ三倍濃厚,Protein_g,4.5
調味料及び香辛料類,＜調味料類＞（調味ソース類）オイスターソース,Protein_g,7.7
調味料及び香辛料類,＜調味料類＞（調味ソース類）黄身酢,Protein_g,6.5
調味料及び香辛料類,＜調味料類＞（調味ソース類）ごま酢,Protein_g,4.0
調味料及び香辛料類,＜調味料類＞（調味ソース類）ごまだれ,Protein_g,7.4
調味料及び香辛料類,＜調味料類＞（調味ソース類）ナンプラー,Protein_g,9.1
調味料及び香辛料類,＜調味料類＞（調味ソース類）ホワイトソース,Protein_g,1.8
調味料及び香辛料類,＜調味料類＞（調味ソース類）焼き鳥のたれ,Protein_g,3.2
調味料及び香辛料類,＜調味料類＞（調味ソース類）焼き肉のたれ,Protein_g,4.3
調味料及び香辛料類,＜調味料類＞（トマト加工品類）トマトピューレー,Protein_g,1.9
調味料及び香辛料類,＜調味料類＞（トマト加工品類）トマトペースト,Protein_g,3.8
調味料及び香辛料類,＜調味料類＞（トマト加工品類）トマトケチャップ,Protein_g,1.7
調味料及び香辛料類,＜調味料類＞（トマト加工品類）トマトソース,Protein_g,2.0
調味料及び香辛料類,＜調味料類＞（ドレッシング類）サウザンアイランドドレッシング,Protein_g,1.0
調味料及び香辛料類,＜調味料類＞（ドレッシング類）マヨネーズタイプ調味料低カロリータイプ,Protein_g,2.9
調味料及び香辛料類,＜調味料類＞（みそ類）米みそ甘みそ,Protein_g,9.7
調味料及び香辛料類,＜調味料類＞（みそ類）米みそ淡色辛みそ,Protein_g,12.5
調味料及び香辛料類,＜調味料類＞（みそ類）米みそ赤色辛みそ,Protein_g,13.1
調味料及び香辛料類,＜調味料類＞（みそ類）麦みそ,Protein_g,9.7
調味料及び香辛料類,＜調味料類＞（みそ類）豆みそ,Protein_g,17.2
調味料及び香辛料類,＜調味料類＞（みそ類）減塩みそ,Protein_g,10.8
調味料及び香辛料類,＜調味料類＞（みそ類）だし入りみそ,Protein_g,13.2
調味料及び香辛料類,＜調味料類＞（みそ類）ごまみそ,Protein_g,9.4
調味料及び香辛料類,＜調味料類＞（みそ類）酢みそ,Protein_g,4.9
調味料及び香辛料類,＜調味料類＞（みそ類）練りみそ,Protein_g,5.5
調味料及び香辛料類,＜調味料類＞（ルウ類）カレールウ,Protein_g,6.5
調味料及び香辛料類,＜調味料類＞（その他）お茶漬けの素さけ,Protein_g,20.3
調味料及び香辛料類,＜調味料類＞（その他）酒かす,Protein_g,14.9
調味料及び香辛料類,＜調味料類＞（その他）即席すまし汁,Protein_g,18.1
調味料及び香辛料類,＜調味料類＞（その他）ふりかけたまご,Protein_g,23.4
調味料及び香辛料類,＜香辛料類＞オニオンパウダー,Protein_g,8.8
調味料及び香辛料類,＜香辛料類＞からし練りマスタード,Protein_g,4.8
調味料及び香辛料類,＜香辛料類＞からし粒入りマスタード,Protein_g,7.6
調味料及び香辛料類,＜香辛料類＞カレー粉,Protein_g,13.0
調味料及び香辛料類,＜香辛料類＞クローブ粉,Protein_g,7.2
調味料及び香辛料類,＜香辛料類＞こしょう黒粉,Protein_g,11.0
調味料及び香辛料類,＜香辛料類＞こしょう白粉,Protein_g,10.1
調味料及び香辛料類,＜香辛料類＞こしょう混合粉,Protein_g,10.6
調味料及び香辛料類,＜香辛料類＞シナモン粉,Protein_g,3.6
調味料及び香辛料類,＜香辛料類＞しょうが粉,Protein_g,7.8
調味料及び香辛料類,＜香辛料類＞しょうがおろし,Protein_g,0.7
調味料及び香辛料類,＜香辛料類＞チリパウダー,Protein_g,15.0
調味料及び香辛料類,＜香辛料類＞とうがらし粉,Protein_g,16.2
調味料及び香辛料類,＜香辛料類＞にんにくガーリックパウダー食塩無添加,Protein_g,19.9
調味料及び香辛料類,＜香辛料類＞にんにくおろし,Protein_g,4.7
調味料及び香辛料類,＜香辛料類＞バジル粉,Protein_g,21.1
調味料及び香辛料類,＜香辛料類＞パセリ乾,Protein_g,28.7
調味料及び香辛料類,＜香辛料類＞パプリカ粉,Protein_g,15.5
調味料及び香辛料類,＜香辛料類＞わさび粉からし粉入り,Protein_g,16.5
調味料及び香辛料類,＜香辛料類＞わさび練り,Protein_g,3.3
調味料及び香辛料類,＜その他＞酵母パン酵母圧搾,Protein_g,16.5
調味料及び香辛料類,＜その他＞酵母パン酵母乾燥,Protein_g,37.1
調味料及び香辛料類,＜その他＞天ぷら用バッター,Protein_g,3.4
調理加工食品類,ぎょうざ冷凍,Protein_g,7.1
調理加工食品類,コロッケポテトタイプフライ用冷凍,Protein_g,4.6
調理加工食品類,しゅうまい冷凍,Protein_g,9.3
調理加工食品類,ハンバーグ冷凍,Protein_g,13.3
穀類,アマランサス玄穀,Carbon,57.8
穀類,あわ精白粒,Carbon,63.3
穀類,えんばくオートミール,Carbon,57.4
穀類,おおむぎ七分つき押麦,Carbon,64.7
穀類,おおむぎ押麦,Carbon,64.7
穀類,おおむぎ米粒麦,Carbon,62.5
穀類,おおむぎ大麦めん乾,Carbon,65.6
穀類,おおむぎ大麦めんゆで,Carbon,22.9
穀類,おおむぎ麦こがし,Carbon,72.6
穀類,きび精白粒,Carbon,65.0
穀類,こむぎ［玄穀］輸入軟質,Carbon,62.2
穀類,こむぎ［玄穀］輸入硬質,Carbon,57.0
穀類,こむぎ［小麦粉］薄力粉1等,Carbon,73.1
穀類,こむぎ［小麦粉］薄力粉2等,Carbon,70.7
穀類,こむぎ［小麦粉］中力粉1等,Carbon,69.5
穀類,こむぎ［小麦粉］中力粉2等,Carbon,66.5
穀類,こむぎ［小麦粉］強力粉1等,Carbon,66.8
穀類,こむぎ［小麦粉］強力粉2等,Carbon,63.6
穀類,こむぎ［小麦粉］強力粉全粒粉,Carbon,55.6
穀類,こむぎ［小麦粉］プレミックス粉お好み焼き用,Carbon,67.6
穀類,こむぎ［小麦粉］プレミックス粉ホットケーキ用,Carbon,72.4
穀類,こむぎ［小麦粉］プレミックス粉から揚げ用,Carbon,63.4
穀類,こむぎ［小麦粉］プレミックス粉天ぷら用,Carbon,70.1
穀類,こむぎ［パン類］食パン,Carbon,45.1
穀類,こむぎ［パン類］乾パン,Carbon,73.9
穀類,こむぎ［パン類］フランスパン,Carbon,58.2
穀類,こむぎ［パン類］ロールパン,Carbon,45.7
穀類,こむぎ［パン類］イングリッシュマフィン,Carbon,36.7
穀類,こむぎ［パン類］ナン,Carbon,41.6
穀類,こむぎ［パン類］ベーグル,Carbon,46.0
穀類,こむぎ［うどん・そうめん類］うどん生,Carbon,50.1
穀類,こむぎ［うどん・そうめん類］うどんゆで,Carbon,19.5
穀類,こむぎ［うどん・そうめん類］干しうどん乾,Carbon,65.2
穀類,こむぎ［うどん・そうめん類］干しうどんゆで,Carbon,23.4
穀類,こむぎ［うどん・そうめん類］そうめん・ひやむぎ乾,Carbon,65.1
穀類,こむぎ［うどん・そうめん類］そうめん・ひやむぎゆで,Carbon,23.3
穀類,こむぎ［うどん・そうめん類］手延そうめん・手延ひやむぎ乾,Carbon,63.5
穀類,こむぎ［うどん・そうめん類］手延そうめん・手延ひやむぎゆで,Carbon,22.2
穀類,こむぎ［中華めん類］中華めん生,Carbon,47.6
穀類,こむぎ［中華めん類］中華めんゆで,Carbon,25.2
穀類,こむぎ［中華めん類］蒸し中華めん,Carbon,32.6
穀類,こむぎ［中華めん類］干し中華めん乾,Carbon,61.8
穀類,こむぎ［中華めん類］干し中華めんゆで,Carbon,23.7
穀類,こむぎ［中華めん類］沖縄そば生,Carbon,48.1
穀類,こむぎ［中華めん類］沖縄そばゆで,Carbon,24.8
穀類,こむぎ［中華めん類］干し沖縄そば乾,Carbon,61.3
穀類,こむぎ［中華めん類］干し沖縄そばゆで,Carbon,25.2
穀類,こむぎ［即席めん類］即席中華めん油揚げ味付け,Carbon,57.3
穀類,こむぎ［即席めん類］即席中華めん油揚げ,Carbon,54.9
穀類,こむぎ［即席めん類］即席中華めん非油揚げ,Carbon,59.8
穀類,こむぎ［マカロニ・スパゲッティ類］マカロニ・スパゲッティ乾,Carbon,67.0
穀類,こむぎ［マカロニ・スパゲッティ類］マカロニ・スパゲッティゆで,Carbon,28.4
穀類,こむぎ［マカロニ・スパゲッティ類］生パスタ生,Carbon,42.2
穀類,こむぎ［その他］小麦はいが,Carbon,27.5
穀類,こむぎ［その他］ぎょうざの皮,Carbon,54.9
穀類,こむぎ［その他］しゅうまいの皮,Carbon,55.7
穀類,こむぎ［その他］ピザ生地,Carbon,48.5
穀類,こむぎ［その他］パン粉生,Carbon,47.3
穀類,こむぎ［その他］パン粉半生,Carbon,53.8
穀類,こむぎ［その他］パン粉乾燥,Carbon,62.9
穀類,こむぎ［その他］冷めん生,Carbon,52.4
穀類,こめ［水稲穀粒］玄米,Carbon,71.3
穀類,こめ［水稲穀粒］半つき米,Carbon,74.1
穀類,こめ［水稲穀粒］七分つき米,Carbon,75.8
穀類,こめ［水稲穀粒］精白米うるち米,Carbon,75.6
穀類,こめ［水稲穀粒］精白米もち米,Carbon,70.5
穀類,こめ［水稲穀粒］はいが精米,Carbon,72.2
穀類,こめ［水稲穀粒］発芽玄米,Carbon,69.3
穀類,こめ［水稲めし］玄米,Carbon,32.0
穀類,こめ［水稲めし］半つき米,Carbon,33.5
穀類,こめ［水稲めし］七分つき米,Carbon,33.5
穀類,こめ［水稲めし］精白米うるち米,Carbon,34.6
穀類,こめ［水稲めし］精白米もち米,Carbon,41.5
穀類,こめ［水稲めし］はいが精米,Carbon,34.5
穀類,こめ［水稲めし］発芽玄米,Carbon,30.2
穀類,こめ［水稲全かゆ］玄米,Carbon,13.6
穀類,こめ［水稲全かゆ］半つき米,Carbon,14.2
穀類,こめ［水稲全かゆ］七分つき米,Carbon,14.2
穀類,こめ［水稲全かゆ］精白米,Carbon,14.7
穀類,こめ［水稲五分かゆ］玄米,Carbon,6.8
穀類,こめ［水稲五分かゆ］半つき米,Carbon,7.1
穀類,こめ［水稲五分かゆ］七分つき米,Carbon,7.1
穀類,こめ［水稲五分かゆ］精白米,Carbon,7.4
穀類,こめ［水稲おもゆ］玄米,Carbon,4
穀類,こめ［水稲おもゆ］半つき米,Carbon,4.2
穀類,こめ［水稲おもゆ］七分つき米,Carbon,4.2
穀類,こめ［水稲おもゆ］精白米,Carbon,4.3
穀類,こめ［陸稲穀粒］玄米,Carbon,71.3
穀類,こめ［陸稲穀粒］半つき米,Carbon,74.1
穀類,こめ［陸稲穀粒］七分つき米,Carbon,75.8
穀類,こめ［陸稲穀粒］精白米,Carbon,75.6
穀類,こめ［陸稲めし］玄米,Carbon,32
穀類,こめ［陸稲めし］半つき米,Carbon,33.5
穀類,こめ［陸稲めし］七分つき米,Carbon,33.5
穀類,こめ［陸稲めし］精白米,Carbon,34.6
穀類,こめ［うるち米製品］アルファ化米一般用,Carbon,79.6
穀類,こめ［うるち米製品］おにぎり,Carbon,36.1
穀類,こめ［うるち米製品］焼きおにぎり,Carbon,36.9
穀類,こめ［うるち米製品］きりたんぽ,Carbon,41.9
穀類,こめ［うるち米製品］上新粉,Carbon,75.9
穀類,こめ［うるち米製品］玄米粉,Carbon,77.1
穀類,こめ［うるち米製品］米粉,Carbon,74.3
穀類,こめ［うるち米製品］米粉パン,Carbon,50.8
穀類,こめ［うるち米製品］米粉めん,Carbon,51.5
穀類,こめ［うるち米製品］ビーフン,Carbon,72.7
穀類,こめ［もち米製品］もち,Carbon,45.5
穀類,こめ［もち米製品］赤飯,Carbon,39.5
穀類,こめ［もち米製品］あくまき,Carbon,26.4
穀類,こめ［もち米製品］白玉粉,Carbon,76.5
穀類,こめ［もち米製品］道明寺粉,Carbon,77.3
穀類,こめ［その他］米ぬか,Carbon,25.3
穀類,そばそば粉全層粉,Carbon,63.9
穀類,そばそば粉内層粉,Carbon,73.8
穀類,そばそば粉中層粉,Carbon,64.9
穀類,そばそば粉表層粉,Carbon,41.5
穀類,そばそば米,Carbon,64.4
穀類,そばそば生,Carbon,51.3
穀類,そばそばゆで,Carbon,24.5
穀類,そば干しそば乾,Carbon,65.9
穀類,そば干しそばゆで,Carbon,21.5
穀類,とうもろこし玄穀黄色種,Carbon,64.8
穀類,とうもろこしコーンミール黄色種,Carbon,72.5
穀類,とうもろこしコーングリッツ黄色種,Carbon,74.8
穀類,とうもろこしコーンフラワー黄色種,Carbon,72.5
穀類,とうもろこしポップコーン,Carbon,54.1
穀類,とうもろこしコーンフレーク,Carbon,82.2
穀類,ひえ精白粒,Carbon,70.8
穀類,もろこし玄穀,Carbon,59.7
穀類,もろこし精白粒,Carbon,65.4
穀類,ライむぎ全粒粉,Carbon,55.7
穀類,ライむぎライ麦粉,Carbon,58.6
穀類,雑穀五穀,Carbon,59.3
いも及びでん粉類,＜いも類＞きくいも塊茎生,Carbon,2.7
いも及びでん粉類,＜いも類＞きくいも塊茎水煮,Carbon,2.1
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮むき生,Carbon,28.3
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮むき蒸し,Carbon,30.3
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮むき焼き,Carbon,34.4
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮つき生,Carbon,28.4
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮つき蒸し,Carbon,28.9
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも塊根皮つき天ぷら,Carbon,33.5
いも及びでん粉類,＜いも類＞（さつまいも類）さつまいも蒸し切干,Carbon,62.5
いも及びでん粉類,＜いも類＞（さつまいも類）むらさきいも塊根皮むき生,Carbon,27.5
いも及びでん粉類,＜いも類＞（さつまいも類）むらさきいも塊根皮むき蒸し,Carbon,27.2
いも及びでん粉類,＜いも類＞（さといも類）さといも球茎生,Carbon,10.3
いも及びでん粉類,＜いも類＞（さといも類）さといも球茎水煮,Carbon,10.2
いも及びでん粉類,＜いも類＞（さといも類）さといも球茎冷凍,Carbon,12.5
いも及びでん粉類,＜いも類＞（さといも類）セレベス球茎生,Carbon,15.6
いも及びでん粉類,＜いも類＞（さといも類）セレベス球茎水煮,Carbon,15.2
いも及びでん粉類,＜いも類＞（さといも類）たけのこいも球茎生,Carbon,18.6
いも及びでん粉類,＜いも類＞（さといも類）たけのこいも球茎水煮,Carbon,17.6
いも及びでん粉類,＜いも類＞（さといも類）みずいも球茎生,Carbon,23.1
いも及びでん粉類,＜いも類＞（さといも類）みずいも球茎水煮,Carbon,22.0
いも及びでん粉類,＜いも類＞（さといも類）やつがしら球茎生,Carbon,18.4
いも及びでん粉類,＜いも類＞（さといも類）やつがしら球茎水煮,Carbon,18.2
いも及びでん粉類,＜いも類＞じゃがいも塊茎生,Carbon,15.4
いも及びでん粉類,＜いも類＞じゃがいも塊茎蒸し,Carbon,14.4
いも及びでん粉類,＜いも類＞じゃがいも塊茎水煮,Carbon,14.4
いも及びでん粉類,＜いも類＞じゃがいもフライドポテト,Carbon,25
いも及びでん粉類,＜いも類＞じゃがいも乾燥マッシュポテト,Carbon,67.1
いも及びでん粉類,＜いも類＞（やまのいも類）ながいもいちょういも塊根生,Carbon,21.5
いも及びでん粉類,＜いも類＞（やまのいも類）ながいもながいも塊根生,Carbon,12.9
いも及びでん粉類,＜いも類＞（やまのいも類）ながいもながいも塊根水煮,Carbon,11.8
いも及びでん粉類,＜いも類＞（やまのいも類）ながいもやまといも塊根生,Carbon,24.5
いも及びでん粉類,＜いも類＞（やまのいも類）じねんじょ塊根生,Carbon,23.4
いも及びでん粉類,＜いも類＞（やまのいも類）だいじょ塊根生,Carbon,21.6
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）キャッサバでん粉,Carbon,85.3
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）くずでん粉,Carbon,85.6
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）米でん粉,Carbon,89.3
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）小麦でん粉,Carbon,86
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）サゴでん粉,Carbon,86.1
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）さつまいもでん粉,Carbon,82
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）じゃがいもでん粉,Carbon,81.6
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉類）とうもろこしでん粉,Carbon,86.3
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）くずきり乾,Carbon,81.5
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）くずきりゆで,Carbon,29.4
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）ごま豆腐,Carbon,7.3
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）タピオカパール乾,Carbon,87.4
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）タピオカパールゆで,Carbon,15.1
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）でん粉めん生,Carbon,31.4
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）でん粉めん乾,Carbon,84.9
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）でん粉めん乾ゆで,Carbon,20
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）はるさめ緑豆はるさめ乾,Carbon,80.4
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）はるさめ緑豆はるさめゆで,Carbon,18.0
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）はるさめ普通はるさめ乾,Carbon,78.2
いも及びでん粉類,＜でん粉・でん粉製品＞（でん粉製品）はるさめ普通はるさめゆで,Carbon,17.9
砂糖及び甘味類,（砂糖類）黒砂糖,Carbon,88.3
砂糖及び甘味類,（砂糖類）和三盆糖,Carbon,100.2
砂糖及び甘味類,（砂糖類）車糖上白糖,Carbon,98.7
砂糖及び甘味類,（砂糖類）車糖三温糖,Carbon,99.9
砂糖及び甘味類,（砂糖類）ざらめ糖グラニュー糖,Carbon,100
砂糖及び甘味類,（砂糖類）ざらめ糖白ざら糖,Carbon,100
砂糖及び甘味類,（砂糖類）ざらめ糖中ざら糖,Carbon,100
砂糖及び甘味類,（砂糖類）加工糖角砂糖,Carbon,100
砂糖及び甘味類,（砂糖類）加工糖氷砂糖,Carbon,100
砂糖及び甘味類,（砂糖類）加工糖コーヒーシュガー,Carbon,100.1
砂糖及び甘味類,（砂糖類）加工糖粉糖,Carbon,99.7
砂糖及び甘味類,（でん粉糖類）水あめ酵素糖化,Carbon,85.0
砂糖及び甘味類,（でん粉糖類）水あめ酸糖化,Carbon,85.0
砂糖及び甘味類,（でん粉糖類）ぶどう糖全糖,Carbon,91
砂糖及び甘味類,（でん粉糖類）ぶどう糖含水結晶,Carbon,91.3
砂糖及び甘味類,（でん粉糖類）ぶどう糖無水結晶,Carbon,99.7
砂糖及び甘味類,（でん粉糖類）果糖,Carbon,99.9
砂糖及び甘味類,（でん粉糖類）異性化液糖ぶどう糖果糖液糖,Carbon,75.0
砂糖及び甘味類,（でん粉糖類）異性化液糖果糖ぶどう糖液糖,Carbon,75.0
砂糖及び甘味類,（でん粉糖類）異性化液糖高果糖液糖,Carbon,75.0
砂糖及び甘味類,（その他）黒蜜,Carbon,49.7
砂糖及び甘味類,（その他）はちみつ,Carbon,73.1
砂糖及び甘味類,（その他）メープルシロップ,Carbon,59.2
豆類,あずき全粒乾,Carbon,42.4
豆類,あずき全粒ゆで,Carbon,18.0
豆類,あずきゆで小豆缶詰,Carbon,44.9
豆類,あずきあんこしあん,Carbon,23.6
豆類,あずきあんさらしあん,Carbon,49.1
豆類,あずきあんつぶしあん,Carbon,51.6
豆類,いんげんまめ全粒乾,Carbon,37.6
豆類,いんげんまめ全粒ゆで,Carbon,15.4
豆類,いんげんまめうずら豆,Carbon,43.2
豆類,えんどう全粒青えんどう乾,Carbon,38.9
豆類,えんどう全粒青えんどうゆで,Carbon,17.2
豆類,ささげ全粒乾,Carbon,37.1
豆類,ささげ全粒ゆで,Carbon,17.0
豆類,そらまめ全粒乾,Carbon,34.3
豆類,だいず［全粒・全粒製品］全粒国産黄大豆乾,Carbon,6.7
豆類,だいず［全粒・全粒製品］全粒国産黒大豆乾,Carbon,8.1
豆類,だいず［全粒・全粒製品］全粒国産黄大豆ゆで,Carbon,1.5
豆類,だいず［全粒・全粒製品］全粒米国産黄大豆乾,Carbon,6.6
豆類,だいず［全粒・全粒製品］全粒中国産黄大豆乾,Carbon,7.3
豆類,だいず［全粒・全粒製品］全粒ブラジル産黄大豆乾,Carbon,5.0
豆類,だいず［全粒・全粒製品］いり大豆黄大豆,Carbon,7.2
豆類,だいず［全粒・全粒製品］いり大豆黒大豆,Carbon,8.3
豆類,だいず［全粒・全粒製品］いり大豆青大豆,Carbon,9.0
豆類,だいず［全粒・全粒製品］水煮缶詰黄大豆,Carbon,0.8
豆類,だいず［全粒・全粒製品］きな粉全粒大豆黄大豆,Carbon,6.8
豆類,だいず［全粒・全粒製品］きな粉全粒大豆青大豆,Carbon,8.2
豆類,だいず［全粒・全粒製品］きな粉脱皮大豆黄大豆,Carbon,6.5
豆類,だいず［全粒・全粒製品］ぶどう豆,Carbon,30.0
豆類,だいず［豆腐・油揚げ類］木綿豆腐,Carbon,0.7
豆類,だいず［豆腐・油揚げ類］絹ごし豆腐,Carbon,0.9
豆類,だいず［豆腐・油揚げ類］ソフト豆腐,Carbon,0.3
豆類,だいず［豆腐・油揚げ類］充てん豆腐,Carbon,0.8
豆類,だいず［豆腐・油揚げ類］沖縄豆腐,Carbon,1
豆類,だいず［豆腐・油揚げ類］ゆし豆腐,Carbon,0.5
豆類,だいず［豆腐・油揚げ類］焼き豆腐,Carbon,0.6
豆類,だいず［豆腐・油揚げ類］生揚げ,Carbon,1.1
豆類,だいず［豆腐・油揚げ類］油揚げ生,Carbon,0.5
豆類,だいず［豆腐・油揚げ類］油揚げ油抜き生,Carbon,0.3
豆類,だいず［豆腐・油揚げ類］油揚げ油抜き焼き,Carbon,0.4
豆類,だいず［豆腐・油揚げ類］油揚げ油抜きゆで,Carbon,0.1
豆類,だいず［豆腐・油揚げ類］がんもどき,Carbon,2.0
豆類,だいず［豆腐・油揚げ類］凍り豆腐乾,Carbon,0.2
豆類,だいず［豆腐・油揚げ類］凍り豆腐水煮,Carbon,0.1
豆類,だいず［納豆類］糸引き納豆,Carbon,0.3
豆類,だいず［納豆類］挽きわり納豆,Carbon,0.2
豆類,だいず［その他］おから生,Carbon,0.5
豆類,だいず［その他］おから乾燥,Carbon,2.1
豆類,だいず［その他］豆乳豆乳,Carbon,0.9
豆類,だいず［その他］豆乳調製豆乳,Carbon,1.8
豆類,だいず［その他］豆乳豆乳飲料・麦芽コーヒー,Carbon,4.1
豆類,だいず［その他］大豆たんぱく分離大豆たんぱく塩分無調整タイプ,Carbon,1.0
豆類,だいず［その他］湯葉生,Carbon,1.0
豆類,だいず［その他］湯葉干し乾,Carbon,2.6
豆類,だいず［その他］湯葉干し湯戻し,Carbon,0.4
豆類,つるあずき全粒乾,Carbon,36.1
豆類,つるあずき全粒ゆで,Carbon,16.4
豆類,ひよこまめ全粒乾,Carbon,37.7
豆類,ひよこまめ全粒ゆで,Carbon,18.2
豆類,ひよこまめ全粒フライ味付け,Carbon,40.8
豆類,べにばないんげん全粒乾,Carbon,33.1
豆類,べにばないんげん全粒ゆで,Carbon,12.1
豆類,らいまめ全粒乾,Carbon,33.8
豆類,らいまめ全粒ゆで,Carbon,14.9
豆類,りょくとう全粒乾,Carbon,41.4
豆類,りょくとう全粒ゆで,Carbon,16.1
豆類,レンズまめ全粒乾,Carbon,41.1
豆類,レンズまめ全粒ゆで,Carbon,21.2
種実類,アーモンド乾,Carbon,5.2
種実類,アーモンドフライ味付け,Carbon,5.2
種実類,アーモンドいり無塩,Carbon,5.6
種実類,あさ乾,Carbon,2.4
種実類,えごま乾,Carbon,2.4
種実類,カシューナッツフライ味付け,Carbon,17.2
種実類,かぼちゃいり味付け,Carbon,2
種実類,ぎんなん生,Carbon,30.4
種実類,ぎんなんゆで,Carbon,30.6
種実類,（くり類）日本ぐり生,Carbon,30.6
種実類,（くり類）日本ぐりゆで,Carbon,30.0
種実類,（くり類）中国ぐり甘ぐり,Carbon,40.2
種実類,くるみいり,Carbon,2.6
種実類,けし乾,Carbon,3.2
種実類,ココナッツココナッツパウダー,Carbon,6.1
種実類,ごま乾,Carbon,0.9
種実類,ごまいり,Carbon,0.7
種実類,ごまむき,Carbon,0.5
種実類,ごまねり,Carbon,0.8
種実類,はす成熟乾,Carbon,47.4
種実類,はす成熟ゆで,Carbon,18.1
種実類,ひし生,Carbon,14.3
種実類,ピスタチオいり味付け,Carbon,7.7
種実類,ひまわりフライ味付け,Carbon,14
種実類,ブラジルナッツフライ味付け,Carbon,2.9
種実類,ヘーゼルナッツフライ味付け,Carbon,4.6
種実類,ペカンフライ味付け,Carbon,5.6
種実類,マカダミアナッツいり味付け,Carbon,4.5
種実類,まつ生,Carbon,3.8
種実類,まついり,Carbon,5.1
種実類,らっかせい乾大粒種,Carbon,10.1
種実類,らっかせいいり大粒種,Carbon,10.2
種実類,らっかせいバターピーナッツ,Carbon,8.4
種実類,らっかせいピーナッツバター,Carbon,19.0
野菜類,アーティチョーク花らい生,Carbon,0.9
野菜類,アーティチョーク花らいゆで,Carbon,0.9
野菜類,アスパラガス若茎生,Carbon,2.1
野菜類,アスパラガス若茎ゆで,Carbon,2.3
野菜類,アスパラガス若茎油いため,Carbon,2.3
野菜類,アスパラガス水煮缶詰,Carbon,2.3
野菜類,いんげんまめさやいんげん若ざや生,Carbon,2.2
野菜類,いんげんまめさやいんげん若ざやゆで,Carbon,2.3
野菜類,えだまめ生,Carbon,4.3
野菜類,えだまめゆで,Carbon,4.3
野菜類,えだまめ冷凍,Carbon,4.9
野菜類,エンダイブ葉生,Carbon,0.4
野菜類,（えんどう類）さやえんどう若ざや生,Carbon,4.1
野菜類,（えんどう類）さやえんどう若ざやゆで,Carbon,3.9
野菜類,（えんどう類）スナップえんどう若ざや生,Carbon,5.7
野菜類,（えんどう類）グリンピース生,Carbon,11.8
野菜類,（えんどう類）グリンピースゆで,Carbon,13.9
野菜類,（えんどう類）グリンピース冷凍,Carbon,10.7
野菜類,（えんどう類）グリンピース水煮缶詰,Carbon,11
野菜類,オクラ果実生,Carbon,1.9
野菜類,オクラ果実ゆで,Carbon,2.1
野菜類,かぶ根皮つき生,Carbon,3.0
野菜類,かぶ根皮つきゆで,Carbon,3.1
野菜類,かぶ根皮むき生,Carbon,3.5
野菜類,かぶ根皮むきゆで,Carbon,3.6
野菜類,（かぼちゃ類）日本かぼちゃ果実生,Carbon,7.8
野菜類,（かぼちゃ類）日本かぼちゃ果実ゆで,Carbon,9.4
野菜類,（かぼちゃ類）西洋かぼちゃ果実生,Carbon,15.9
野菜類,（かぼちゃ類）西洋かぼちゃ果実ゆで,Carbon,14.3
野菜類,（かぼちゃ類）西洋かぼちゃ果実焼き,Carbon,18.8
野菜類,（かぼちゃ類）西洋かぼちゃ果実冷凍,Carbon,14.6
野菜類,カリフラワー花序生,Carbon,3.2
野菜類,カリフラワー花序ゆで,Carbon,2.9
野菜類,かんぴょう乾,Carbon,33.2
野菜類,かんぴょうゆで,Carbon,3.5
野菜類,（キャベツ類）キャベツ結球葉生,Carbon,3.5
野菜類,（キャベツ類）キャベツ結球葉ゆで,Carbon,1.9
