,,,0
肉類,＜畜肉類＞うし［副生物］第三胃生,Calorie_cal,62
肉類,＜畜肉類＞うし［副生物］第四胃ゆで,Calorie_cal,329
肉類,＜畜肉類＞うし［副生物］小腸生,Calorie_cal,287
肉類,＜畜肉類＞うし［副生物］大腸生,Calorie_cal,162
肉類,＜畜肉類＞うし［副生物］直腸生,Calorie_cal,115
肉類,＜畜肉類＞うし［副生物］腱ゆで,Calorie_cal,155
肉類,＜畜肉類＞うし［副生物］子宮ゆで,Calorie_cal,106
肉類,＜畜肉類＞うし［副生物］尾生,Calorie_cal,492
肉類,＜畜肉類＞うし［副生物］横隔膜生,Calorie_cal,301
肉類,＜畜肉類＞うし［加工品］ローストビーフ,Calorie_cal,196
肉類,＜畜肉類＞うし［加工品］コンビーフ缶詰,Calorie_cal,203
肉類,＜畜肉類＞うし［加工品］味付け缶詰,Calorie_cal,156
肉類,＜畜肉類＞うし［加工品］ビーフジャーキー,Calorie_cal,315
肉類,＜畜肉類＞うし［加工品］スモークタン,Calorie_cal,283
肉類,＜畜肉類＞うま肉赤肉生,Calorie_cal,110
肉類,＜畜肉類＞くじら肉赤肉生,Calorie_cal,106
肉類,＜畜肉類＞くじらうねす生,Calorie_cal,376
肉類,＜畜肉類＞くじら本皮生,Calorie_cal,689
肉類,＜畜肉類＞くじらさらしくじら,Calorie_cal,31
肉類,＜畜肉類＞しかあかしか赤肉生,Calorie_cal,110
肉類,＜畜肉類＞しかにほんじか赤肉生,Calorie_cal,147
肉類,＜畜肉類＞ぶた［大型種肉］かた脂身つき生,Calorie_cal,216
肉類,＜畜肉類＞ぶた［大型種肉］かた皮下脂肪なし生,Calorie_cal,171
肉類,＜畜肉類＞ぶた［大型種肉］かた赤肉生,Calorie_cal,125
肉類,＜畜肉類＞ぶた［大型種肉］かた脂身生,Calorie_cal,704
肉類,＜畜肉類＞ぶた［大型種肉］かたロース脂身つき生,Calorie_cal,253
肉類,＜畜肉類＞ぶた［大型種肉］かたロース皮下脂肪なし生,Calorie_cal,226
肉類,＜畜肉類＞ぶた［大型種肉］かたロース赤肉生,Calorie_cal,157
肉類,＜畜肉類＞ぶた［大型種肉］かたロース脂身生,Calorie_cal,688
肉類,＜畜肉類＞ぶた［大型種肉］ロース脂身つき生,Calorie_cal,263
肉類,＜畜肉類＞ぶた［大型種肉］ロース脂身つき焼き,Calorie_cal,328
肉類,＜畜肉類＞ぶた［大型種肉］ロース脂身つきゆで,Calorie_cal,329
肉類,＜畜肉類＞ぶた［大型種肉］ロース脂身つきとんかつ,Calorie_cal,450
肉類,＜畜肉類＞ぶた［大型種肉］ロース皮下脂肪なし生,Calorie_cal,202
肉類,＜畜肉類＞ぶた［大型種肉］ロース赤肉生,Calorie_cal,150
肉類,＜畜肉類＞ぶた［大型種肉］ロース脂身生,Calorie_cal,740
肉類,＜畜肉類＞ぶた［大型種肉］ばら脂身つき生,Calorie_cal,395
肉類,＜畜肉類＞ぶた［大型種肉］ばら脂身つき焼き,Calorie_cal,496
肉類,＜畜肉類＞ぶた［大型種肉］もも脂身つき生,Calorie_cal,183
肉類,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なし生,Calorie_cal,148
肉類,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なし焼き,Calorie_cal,200
肉類,＜畜肉類＞ぶた［大型種肉］もも皮下脂肪なしゆで,Calorie_cal,199
肉類,＜畜肉類＞ぶた［大型種肉］もも赤肉生,Calorie_cal,128
肉類,＜畜肉類＞ぶた［大型種肉］もも脂身生,Calorie_cal,664
肉類,＜畜肉類＞ぶた［大型種肉］そともも脂身つき生,Calorie_cal,235
肉類,＜畜肉類＞ぶた［大型種肉］そともも皮下脂肪なし生,Calorie_cal,187
肉類,＜畜肉類＞ぶた［大型種肉］そともも赤肉生,Calorie_cal,143
肉類,＜畜肉類＞ぶた［大型種肉］そともも脂身生,Calorie_cal,669
肉類,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉生,Calorie_cal,130
肉類,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉焼き,Calorie_cal,223
肉類,＜畜肉類＞ぶた［大型種肉］ヒレ赤肉とんかつ,Calorie_cal,388
肉類,＜畜肉類＞ぶた［中型種肉］かた脂身つき生,Calorie_cal,239
肉類,＜畜肉類＞ぶた［中型種肉］かた皮下脂肪なし生,Calorie_cal,185
肉類,＜畜肉類＞ぶた［中型種肉］かた赤肉生,Calorie_cal,123
肉類,＜畜肉類＞ぶた［中型種肉］かた脂身生,Calorie_cal,733
肉類,＜畜肉類＞ぶた［中型種肉］かたロース脂身つき生,Calorie_cal,256
肉類,＜畜肉類＞ぶた［中型種肉］かたロース皮下脂肪なし生,Calorie_cal,226
肉類,＜畜肉類＞ぶた［中型種肉］かたロース赤肉生,Calorie_cal,151
肉類,＜畜肉類＞ぶた［中型種肉］かたロース脂身生,Calorie_cal,699
肉類,＜畜肉類＞ぶた［中型種肉］ロース脂身つき生,Calorie_cal,291
肉類,＜畜肉類＞ぶた［中型種肉］ロース皮下脂肪なし生,Calorie_cal,216
肉類,＜畜肉類＞ぶた［中型種肉］ロース赤肉生,Calorie_cal,141
肉類,＜畜肉類＞ぶた［中型種肉］ロース脂身生,Calorie_cal,754
肉類,＜畜肉類＞ぶた［中型種肉］ばら脂身つき生,Calorie_cal,434
肉類,＜畜肉類＞ぶた［中型種肉］もも脂身つき生,Calorie_cal,225
肉類,＜畜肉類＞ぶた［中型種肉］もも皮下脂肪なし生,Calorie_cal,164
肉類,＜畜肉類＞ぶた［中型種肉］もも赤肉生,Calorie_cal,143
肉類,＜畜肉類＞ぶた［中型種肉］もも脂身生,Calorie_cal,716
肉類,＜畜肉類＞ぶた［中型種肉］そともも脂身つき生,Calorie_cal,268
肉類,＜畜肉類＞ぶた［中型種肉］そともも皮下脂肪なし生,Calorie_cal,169
肉類,＜畜肉類＞ぶた［中型種肉］そともも赤肉生,Calorie_cal,138
肉類,＜畜肉類＞ぶた［中型種肉］そともも脂身生,Calorie_cal,703
肉類,＜畜肉類＞ぶた［中型種肉］ヒレ赤肉生,Calorie_cal,112
肉類,＜畜肉類＞ぶた［ひき肉］生,Calorie_cal,236
肉類,＜畜肉類＞ぶた［ひき肉］焼き,Calorie_cal,311
肉類,＜畜肉類＞ぶた［副生物］舌生,Calorie_cal,221
肉類,＜畜肉類＞ぶた［副生物］心臓生,Calorie_cal,135
肉類,＜畜肉類＞ぶた［副生物］肝臓生,Calorie_cal,128
肉類,＜畜肉類＞ぶた［副生物］じん臓生,Calorie_cal,114
肉類,＜畜肉類＞ぶた［副生物］胃ゆで,Calorie_cal,121
肉類,＜畜肉類＞ぶた［副生物］小腸ゆで,Calorie_cal,171
肉類,＜畜肉類＞ぶた［副生物］大腸ゆで,Calorie_cal,179
肉類,＜畜肉類＞ぶた［副生物］子宮生,Calorie_cal,70
肉類,＜畜肉類＞ぶた［副生物］豚足ゆで,Calorie_cal,230
肉類,＜畜肉類＞ぶた［副生物］軟骨ゆで,Calorie_cal,231
肉類,＜畜肉類＞ぶた［ハム類］骨付きハム,Calorie_cal,219
肉類,＜畜肉類＞ぶた［ハム類］ボンレスハム,Calorie_cal,118
肉類,＜畜肉類＞ぶた［ハム類］ロースハム,Calorie_cal,196
肉類,＜畜肉類＞ぶた［ハム類］ショルダーハム,Calorie_cal,231
肉類,＜畜肉類＞ぶた［ハム類］生ハム促成,Calorie_cal,247
肉類,＜畜肉類＞ぶた［ハム類］生ハム長期熟成,Calorie_cal,268
肉類,＜畜肉類＞ぶた［プレスハム類］プレスハム,Calorie_cal,118
肉類,＜畜肉類＞ぶた［プレスハム類］チョップドハム,Calorie_cal,135
肉類,＜畜肉類＞ぶた［ベーコン類］ベーコン,Calorie_cal,405
肉類,＜畜肉類＞ぶた［ベーコン類］ロースベーコン,Calorie_cal,211
肉類,＜畜肉類＞ぶた［ベーコン類］ショルダーベーコン,Calorie_cal,186
肉類,＜畜肉類＞ぶた［ソーセージ類］ウインナーソーセージ,Calorie_cal,321
肉類,＜畜肉類＞ぶた［ソーセージ類］セミドライソーセージ,Calorie_cal,339
肉類,＜畜肉類＞ぶた［ソーセージ類］ドライソーセージ,Calorie_cal,497
肉類,＜畜肉類＞ぶた［ソーセージ類］フランクフルトソーセージ,Calorie_cal,298
肉類,＜畜肉類＞ぶた［ソーセージ類］ボロニアソーセージ,Calorie_cal,251
肉類,＜畜肉類＞ぶた［ソーセージ類］リオナソーセージ,Calorie_cal,192
肉類,＜畜肉類＞ぶた［ソーセージ類］レバーソーセージ,Calorie_cal,368
肉類,＜畜肉類＞ぶた［ソーセージ類］混合ソーセージ,Calorie_cal,270
肉類,＜畜肉類＞ぶた［ソーセージ類］生ソーセージ,Calorie_cal,279
肉類,＜畜肉類＞ぶた［その他］焼き豚,Calorie_cal,172
肉類,＜畜肉類＞ぶた［その他］レバーペースト,Calorie_cal,378
肉類,＜畜肉類＞ぶた［その他］スモークレバー,Calorie_cal,198
肉類,＜畜肉類＞ぶた［その他］ゼラチン,Calorie_cal,344
肉類,＜畜肉類＞めんよう［マトン］ロース脂身つき生,Calorie_cal,225
肉類,＜畜肉類＞めんよう［マトン］ロース脂身つき焼き,Calorie_cal,358
肉類,＜畜肉類＞めんよう［マトン］もも脂身つき生,Calorie_cal,224
肉類,＜畜肉類＞めんよう［ラム］かた脂身つき生,Calorie_cal,233
肉類,＜畜肉類＞めんよう［ラム］ロース脂身つき生,Calorie_cal,310
肉類,＜畜肉類＞めんよう［ラム］ロース脂身つき焼き,Calorie_cal,388
肉類,＜畜肉類＞めんよう［ラム］もも脂身つき生,Calorie_cal,198
肉類,＜畜肉類＞めんよう［ラム］もも脂身つき焼き,Calorie_cal,312
肉類,＜畜肉類＞めんよう混合プレスハム,Calorie_cal,107
肉類,＜畜肉類＞やぎ肉赤肉生,Calorie_cal,107
肉類,＜鳥肉類＞うずら肉皮つき生,Calorie_cal,208
肉類,＜鳥肉類＞がちょうフォアグラゆで,Calorie_cal,510
肉類,＜鳥肉類＞かもまがも肉皮なし生,Calorie_cal,128
肉類,＜鳥肉類＞かもあいがも肉皮つき生,Calorie_cal,333
肉類,＜鳥肉類＞かもあひる肉皮つき生,Calorie_cal,250
肉類,＜鳥肉類＞かもあひる肉皮なし生,Calorie_cal,106
肉類,＜鳥肉類＞かもあひる皮生,Calorie_cal,462
肉類,＜鳥肉類＞きじ肉皮なし生,Calorie_cal,108
肉類,＜鳥肉類＞しちめんちょう肉皮なし生,Calorie_cal,106
肉類,＜鳥肉類＞すずめ肉骨・皮つき生,Calorie_cal,132
肉類,＜鳥肉類＞にわとり［成鶏肉］手羽皮つき生,Calorie_cal,195
肉類,＜鳥肉類＞にわとり［成鶏肉］むね皮つき生,Calorie_cal,244
肉類,＜鳥肉類＞にわとり［成鶏肉］むね皮なし生,Calorie_cal,121
肉類,＜鳥肉類＞にわとり［成鶏肉］もも皮つき生,Calorie_cal,253
肉類,＜鳥肉類＞にわとり［成鶏肉］もも皮なし生,Calorie_cal,138
肉類,＜鳥肉類＞にわとり［成鶏肉］ささ身生,Calorie_cal,114
肉類,＜鳥肉類＞にわとり［若鶏肉］手羽皮つき生,Calorie_cal,210
肉類,＜鳥肉類＞にわとり［若鶏肉］手羽先皮つき生,Calorie_cal,226
肉類,＜鳥肉類＞にわとり［若鶏肉］手羽元皮つき生,Calorie_cal,197
肉類,＜鳥肉類＞にわとり［若鶏肉］むね皮つき生,Calorie_cal,145
肉類,＜鳥肉類＞にわとり［若鶏肉］むね皮つき焼き,Calorie_cal,233
肉類,＜鳥肉類＞にわとり［若鶏肉］むね皮なし生,Calorie_cal,116
肉類,＜鳥肉類＞にわとり［若鶏肉］むね皮なし焼き,Calorie_cal,195
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮つき生,Calorie_cal,204
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮つき焼き,Calorie_cal,241
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮つきゆで,Calorie_cal,237
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮つきから揚げ,Calorie_cal,313
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮なし生,Calorie_cal,127
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮なし焼き,Calorie_cal,161
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮なしゆで,Calorie_cal,155
肉類,＜鳥肉類＞にわとり［若鶏肉］もも皮なしから揚げ,Calorie_cal,255
肉類,＜鳥肉類＞にわとり［若鶏肉］ささ身生,Calorie_cal,105
肉類,＜鳥肉類＞にわとり［若鶏肉］ささ身焼き,Calorie_cal,127
肉類,＜鳥肉類＞にわとり［若鶏肉］ささ身ゆで,Calorie_cal,125
肉類,＜鳥肉類＞にわとり［ひき肉］生,Calorie_cal,186
肉類,＜鳥肉類＞にわとり［ひき肉］焼き,Calorie_cal,255
肉類,＜鳥肉類＞にわとり［副生物］心臓生,Calorie_cal,207
肉類,＜鳥肉類＞にわとり［副生物］肝臓生,Calorie_cal,111
肉類,＜鳥肉類＞にわとり［副生物］筋胃生,Calorie_cal,94
肉類,＜鳥肉類＞にわとり［副生物］皮むね生,Calorie_cal,492
肉類,＜鳥肉類＞にわとり［副生物］皮もも生,Calorie_cal,513
肉類,＜鳥肉類＞にわとり［副生物］軟骨生,Calorie_cal,54
肉類,＜鳥肉類＞にわとり［その他］焼き鳥缶詰,Calorie_cal,177
肉類,＜鳥肉類＞にわとり［その他］チキンナゲット,Calorie_cal,245
肉類,＜鳥肉類＞にわとり［その他］つくね,Calorie_cal,235
肉類,＜鳥肉類＞はと肉皮なし生,Calorie_cal,141
肉類,＜鳥肉類＞ほろほろちょう肉皮なし生,Calorie_cal,105
肉類,＜その他＞いなごつくだ煮,Calorie_cal,247
肉類,＜その他＞かえる肉生,Calorie_cal,99
肉類,＜その他＞すっぽん肉生,Calorie_cal,197
肉類,＜その他＞はちはちの子缶詰,Calorie_cal,250
卵類,あひる卵ピータン,Calorie_cal,214
卵類,うこっけい卵全卵生,Calorie_cal,176
卵類,うずら卵全卵生,Calorie_cal,179
卵類,うずら卵水煮缶詰,Calorie_cal,182
卵類,鶏卵全卵生,Calorie_cal,151
卵類,鶏卵全卵ゆで,Calorie_cal,151
卵類,鶏卵全卵ポーチドエッグ,Calorie_cal,164
卵類,鶏卵全卵水煮缶詰,Calorie_cal,146
卵類,鶏卵全卵加糖全卵,Calorie_cal,217
卵類,鶏卵全卵乾燥全卵,Calorie_cal,608
卵類,鶏卵卵黄生,Calorie_cal,387
卵類,鶏卵卵黄ゆで,Calorie_cal,386
卵類,鶏卵卵黄加糖卵黄,Calorie_cal,346
卵類,鶏卵卵黄乾燥卵黄,Calorie_cal,724
卵類,鶏卵卵白生,Calorie_cal,47
卵類,鶏卵卵白ゆで,Calorie_cal,50
卵類,鶏卵卵白乾燥卵白,Calorie_cal,378
卵類,鶏卵たまご豆腐,Calorie_cal,79
卵類,鶏卵たまご焼厚焼きたまご,Calorie_cal,151
卵類,鶏卵たまご焼だし巻きたまご,Calorie_cal,128
乳類,＜牛乳及び乳製品＞（液状乳類）生乳ジャージー種,Calorie_cal,80
乳類,＜牛乳及び乳製品＞（液状乳類）生乳ホルスタイン種,Calorie_cal,66
乳類,＜牛乳及び乳製品＞（液状乳類）普通牛乳,Calorie_cal,67
乳類,＜牛乳及び乳製品＞（液状乳類）加工乳濃厚,Calorie_cal,73
乳類,＜牛乳及び乳製品＞（液状乳類）加工乳低脂肪,Calorie_cal,46
乳類,＜牛乳及び乳製品＞（液状乳類）脱脂乳,Calorie_cal,33
乳類,＜牛乳及び乳製品＞（液状乳類）乳飲料コーヒー,Calorie_cal,56
乳類,＜牛乳及び乳製品＞（液状乳類）乳飲料フルーツ,Calorie_cal,46
乳類,＜牛乳及び乳製品＞（粉乳類）全粉乳,Calorie_cal,500
乳類,＜牛乳及び乳製品＞（粉乳類）脱脂粉乳,Calorie_cal,359
乳類,＜牛乳及び乳製品＞（粉乳類）乳児用調製粉乳,Calorie_cal,514
乳類,＜牛乳及び乳製品＞（練乳類）無糖練乳,Calorie_cal,144
乳類,＜牛乳及び乳製品＞（練乳類）加糖練乳,Calorie_cal,332
乳類,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪,Calorie_cal,433
乳類,＜牛乳及び乳製品＞（クリーム類）クリーム乳脂肪・植物性脂肪,Calorie_cal,409
乳類,＜牛乳及び乳製品＞（クリーム類）クリーム植物性脂肪,Calorie_cal,392
乳類,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪,Calorie_cal,425
乳類,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム乳脂肪・植物性脂肪,Calorie_cal,413
乳類,＜牛乳及び乳製品＞（クリーム類）ホイップクリーム植物性脂肪,Calorie_cal,402
乳類,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪,Calorie_cal,211
乳類,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状乳脂肪・植物性脂肪,Calorie_cal,228
乳類,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー液状植物性脂肪,Calorie_cal,248
乳類,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状乳脂肪,Calorie_cal,518
乳類,＜牛乳及び乳製品＞（クリーム類）コーヒーホワイトナー粉末状植物性脂肪,Calorie_cal,568
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト全脂無糖,Calorie_cal,62
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト低脂肪無糖,Calorie_cal,45
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト無脂肪無糖,Calorie_cal,42
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルト脱脂加糖,Calorie_cal,67
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）ヨーグルトドリンクタイプ加糖,Calorie_cal,65
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料乳製品,Calorie_cal,71
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料殺菌乳製品,Calorie_cal,217
乳類,＜牛乳及び乳製品＞（発酵乳・乳酸菌飲料）乳酸菌飲料非乳製品,Calorie_cal,58
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエダム,Calorie_cal,356
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズエメンタール,Calorie_cal,429
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカテージ,Calorie_cal,105
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズカマンベール,Calorie_cal,310
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズクリーム,Calorie_cal,346
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズゴーダ,Calorie_cal,380
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズチェダー,Calorie_cal,423
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズパルメザン,Calorie_cal,475
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズブルー,Calorie_cal,349
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズマスカルポーネ,Calorie_cal,293
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズモッツァレラ,Calorie_cal,276
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズやぎ,Calorie_cal,296
乳類,＜牛乳及び乳製品＞（チーズ類）ナチュラルチーズリコッタ,Calorie_cal,162
乳類,＜牛乳及び乳製品＞（チーズ類）プロセスチーズ,Calorie_cal,339
乳類,＜牛乳及び乳製品＞（チーズ類）チーズスプレッド,Calorie_cal,305
乳類,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム高脂肪,Calorie_cal,212
乳類,＜牛乳及び乳製品＞（アイスクリーム類）アイスクリーム普通脂肪,Calorie_cal,180
乳類,＜牛乳及び乳製品＞（アイスクリーム類）アイスミルク,Calorie_cal,167
乳類,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス普通脂肪,Calorie_cal,224
乳類,＜牛乳及び乳製品＞（アイスクリーム類）ラクトアイス低脂肪,Calorie_cal,108
乳類,＜牛乳及び乳製品＞（アイスクリーム類）ソフトクリーム,Calorie_cal,146
乳類,＜牛乳及び乳製品＞（その他）カゼイン,Calorie_cal,378
乳類,＜牛乳及び乳製品＞（その他）シャーベット,Calorie_cal,127
乳類,＜牛乳及び乳製品＞（その他）チーズホエーパウダー,Calorie_cal,362
乳類,＜その他＞人乳,Calorie_cal,65
乳類,＜その他＞やぎ乳,Calorie_cal,63
油脂類,（植物油脂類）あまに油,Calorie_cal,921
油脂類,（植物油脂類）えごま油,Calorie_cal,921
油脂類,（植物油脂類）オリーブ油,Calorie_cal,921
油脂類,（植物油脂類）ごま油,Calorie_cal,921
油脂類,（植物油脂類）米ぬか油,Calorie_cal,921
油脂類,（植物油脂類）サフラワー油ハイオレイック,Calorie_cal,921
油脂類,（植物油脂類）サフラワー油ハイリノール,Calorie_cal,921
油脂類,（植物油脂類）大豆油,Calorie_cal,921
油脂類,（植物油脂類）調合油,Calorie_cal,921
油脂類,（植物油脂類）とうもろこし油,Calorie_cal,921
油脂類,（植物油脂類）なたね油,Calorie_cal,921
油脂類,（植物油脂類）パーム油,Calorie_cal,921
油脂類,（植物油脂類）パーム核油,Calorie_cal,921
油脂類,（植物油脂類）ひまわり油ハイリノール,Calorie_cal,921
油脂類,（植物油脂類）ひまわり油ミッドオレイック,Calorie_cal,921
油脂類,（植物油脂類）ひまわり油ハイオレイック,Calorie_cal,921
油脂類,（植物油脂類）ぶどう油,Calorie_cal,921
油脂類,（植物油脂類）綿実油,Calorie_cal,921
油脂類,（植物油脂類）やし油,Calorie_cal,921
油脂類,（植物油脂類）落花生油,Calorie_cal,921
油脂類,（動物脂類）牛脂,Calorie_cal,940
油脂類,（動物脂類）ラード,Calorie_cal,941
油脂類,（バター類）有塩バター,Calorie_cal,745
油脂類,（バター類）食塩不使用バター,Calorie_cal,763
油脂類,（バター類）発酵バター,Calorie_cal,752
油脂類,（マーガリン類）ソフトタイプマーガリン家庭用,Calorie_cal,769
油脂類,（マーガリン類）ソフトタイプマーガリン業務用,Calorie_cal,778
油脂類,（マーガリン類）ファットスプレッド,Calorie_cal,637
油脂類,（その他）ショートニング家庭用,Calorie_cal,920
油脂類,（その他）ショートニング業務用製菓,Calorie_cal,921
油脂類,（その他）ショートニング業務用フライ,Calorie_cal,920
菓子類,＜和生菓子・和半生菓子類＞甘納豆あずき,Calorie_cal,296
菓子類,＜和生菓子・和半生菓子類＞甘納豆いんげんまめ,Calorie_cal,302
菓子類,＜和生菓子・和半生菓子類＞甘納豆えんどう,Calorie_cal,310
菓子類,＜和生菓子・和半生菓子類＞今川焼,Calorie_cal,221
菓子類,＜和生菓子・和半生菓子類＞ういろう,Calorie_cal,183
菓子類,＜和生菓子・和半生菓子類＞うぐいすもち,Calorie_cal,241
菓子類,＜和生菓子・和半生菓子類＞かしわもち,Calorie_cal,206
菓子類,＜和生菓子・和半生菓子類＞カステラ,Calorie_cal,319
菓子類,＜和生菓子・和半生菓子類＞かのこ,Calorie_cal,264
菓子類,＜和生菓子・和半生菓子類＞かるかん,Calorie_cal,230
菓子類,＜和生菓子・和半生菓子類＞きび団子,Calorie_cal,304
菓子類,＜和生菓子・和半生菓子類＞ぎゅうひ,Calorie_cal,257
菓子類,＜和生菓子・和半生菓子類＞きりざんしょ,Calorie_cal,248
菓子類,＜和生菓子・和半生菓子類＞きんぎょく糖,Calorie_cal,288
菓子類,＜和生菓子・和半生菓子類＞きんつば,Calorie_cal,265
菓子類,＜和生菓子・和半生菓子類＞草もち,Calorie_cal,229
菓子類,＜和生菓子・和半生菓子類＞くし団子あん,Calorie_cal,201
菓子類,＜和生菓子・和半生菓子類＞くし団子みたらし,Calorie_cal,197
菓子類,＜和生菓子・和半生菓子類＞くずもちくずでん粉製品,Calorie_cal,91
菓子類,＜和生菓子・和半生菓子類＞くずもち小麦でん粉製品,Calorie_cal,91
菓子類,＜和生菓子・和半生菓子類＞げっぺい,Calorie_cal,357
菓子類,＜和生菓子・和半生菓子類＞五平もち,Calorie_cal,181
菓子類,＜和生菓子・和半生菓子類＞桜もち関東風,Calorie_cal,239
菓子類,＜和生菓子・和半生菓子類＞桜もち関西風,Calorie_cal,200
菓子類,＜和生菓子・和半生菓子類＞笹だんご,Calorie_cal,239
菓子類,＜和生菓子・和半生菓子類＞大福もち,Calorie_cal,235
菓子類,＜和生菓子・和半生菓子類＞タルト（和菓子）,Calorie_cal,293
菓子類,＜和生菓子・和半生菓子類＞ちまき,Calorie_cal,153
菓子類,＜和生菓子・和半生菓子類＞ちゃつう,Calorie_cal,328
菓子類,＜和生菓子・和半生菓子類＞どら焼,Calorie_cal,284
菓子類,＜和生菓子・和半生菓子類＞生八つ橋あん入り,Calorie_cal,279
菓子類,＜和生菓子・和半生菓子類＞ねりきり,Calorie_cal,264
菓子類,＜和生菓子・和半生菓子類＞まんじゅうカステラまんじゅう,Calorie_cal,294
菓子類,＜和生菓子・和半生菓子類＞まんじゅうくずまんじゅう,Calorie_cal,220
菓子類,＜和生菓子・和半生菓子類＞まんじゅうくりまんじゅう,Calorie_cal,309
菓子類,＜和生菓子・和半生菓子類＞まんじゅうとうまんじゅう,Calorie_cal,297
菓子類,＜和生菓子・和半生菓子類＞まんじゅう蒸しまんじゅう,Calorie_cal,260
菓子類,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅうあんまん,Calorie_cal,280
菓子類,＜和生菓子・和半生菓子類＞まんじゅう中華まんじゅう肉まん,Calorie_cal,260
菓子類,＜和生菓子・和半生菓子類＞もなか,Calorie_cal,285
菓子類,＜和生菓子・和半生菓子類＞ゆべし,Calorie_cal,327
菓子類,＜和生菓子・和半生菓子類＞ようかん練りようかん,Calorie_cal,296
菓子類,＜和生菓子・和半生菓子類＞ようかん水ようかん,Calorie_cal,171
菓子類,＜和生菓子・和半生菓子類＞ようかん蒸しようかん,Calorie_cal,242
菓子類,＜和干菓子類＞あめ玉,Calorie_cal,390
菓子類,＜和干菓子類＞芋かりんとう,Calorie_cal,476
菓子類,＜和干菓子類＞おこし,Calorie_cal,383
菓子類,＜和干菓子類＞おのろけ豆,Calorie_cal,448
菓子類,＜和干菓子類＞かりんとう黒,Calorie_cal,440
菓子類,＜和干菓子類＞かりんとう白,Calorie_cal,444
菓子類,＜和干菓子類＞ごかぼう,Calorie_cal,387
菓子類,＜和干菓子類＞小麦粉せんべい磯部せんべい,Calorie_cal,381
菓子類,＜和干菓子類＞小麦粉せんべいかわらせんべい,Calorie_cal,398
菓子類,＜和干菓子類＞小麦粉せんべい巻きせんべい,Calorie_cal,392
菓子類,＜和干菓子類＞小麦粉せんべい南部せんべいごま入り,Calorie_cal,431
菓子類,＜和干菓子類＞小麦粉せんべい南部せんべい落花生入り,Calorie_cal,428
菓子類,＜和干菓子類＞しおがま,Calorie_cal,355
菓子類,＜和干菓子類＞ひなあられ関東風,Calorie_cal,400
菓子類,＜和干菓子類＞ひなあられ関西風,Calorie_cal,398
菓子類,＜和干菓子類＞米菓揚げせんべい,Calorie_cal,465
菓子類,＜和干菓子類＞米菓甘辛せんべい,Calorie_cal,380
菓子類,＜和干菓子類＞米菓あられ,Calorie_cal,381
菓子類,＜和干菓子類＞米菓しょうゆせんべい,Calorie_cal,373
菓子類,＜和干菓子類＞ボーロ小粒,Calorie_cal,391
菓子類,＜和干菓子類＞ボーロそばボーロ,Calorie_cal,406
菓子類,＜和干菓子類＞松風,Calorie_cal,381
